"","GSM1318547","GSM1318548","GSM1318549","GSM1318550","GSM1318552","GSM1318553","GSM1318554","GSM1318555"
"100124541",5.33125786684938,6.24363431417012,6.23435654184324,6.33508619126946,5.76915413860914,5.51442134519816,6.11860792245909,6.19004765046098
"100124700",5.20192241451244,5.37060716941929,5.13771449353006,5.22669686076018,5.0268124043342,5.10383817477185,5.1983902979233,5.05981164522639
"100125288",5.84766189301015,5.240781849882,4.95041023203213,5.36157840270169,5.43529440376198,5.53801236646265,5.31961467916723,5.29390760565853
"100125556",5.35564135710242,6.04349315660899,5.12851199245623,5.31427209783851,5.14133153612655,5.77655254919084,5.0569308163175,5.4259258348259
"100126270",5.21969870354669,5.0862203039649,5.00614465170427,5.20998773950776,4.97999409008112,4.72404299648888,5.04148144514504,5.19544534058279
"100126296",5.1677281442465,5.16259608738209,4.93955620086386,5.06698909749105,5.0971497330835,5.69422222400344,5.03998975020805,5.27110846629985
"100126297",5.97431586536694,6.52719236383466,5.99058518814888,6.48896439332294,6.08197200179027,6.84520276534097,6.17892502734246,6.2055318404648
"100126299",6.6731930215501,6.18055045016351,5.44265216591315,5.83360413677278,5.85194361366746,6.34994126823057,6.10286601445046,5.97678052695929
"100126301",4.98867096433041,5.09281801536368,5.14737132620866,4.98384798529576,4.98664670067744,4.8954603007355,4.97707086500293,5.05598909327219
"100126302",5.09875009711184,4.91033958547532,4.94584102305256,5.05321365776031,5.19155594343845,5.30574603666199,5.13514075240936,5.04532179147213
"100126303",5.1865284796551,5.17651215593599,5.11252574501874,5.05574494677536,5.02550565526725,5.46158715367686,4.94525899699157,5.24830470449168
"100126304",5.04498351897956,5.09281801536368,5.07525458070859,4.9985408554248,5.22849389930953,5.01191477474505,4.86267338526503,5.25136022206661
"100126306",6.00754273355144,5.0363444977594,5.03618006006442,5.09519909261513,5.46833931142109,5.32154994575847,5.11522612690055,5.17765594483655
"100126307",4.9858708287573,4.87272804074845,5.05169350473007,5.19058444483431,5.09009054276901,5.12851199245623,4.82342840401995,4.66472219704802
"100126308",5.22149886495247,5.04031925158802,5.1997542618188,5.03485840290741,4.82054032379691,5.36244936847868,5.01545375129233,5.00950997346816
"100126309",5.10876070920417,4.9779179337229,5.02550565526725,4.94702200109141,5.20821052324129,4.93073877907624,4.96906310662753,5.05726472293991
"100126310",5.05658186059515,5.11902572492545,5.08080767051386,5.19819045563611,5.26078662350652,4.94789830034905,5.35739615398801,5.00950997346816
"100126313",5.10017107365868,5.2838163081319,5.26078662350652,5.13494927104403,5.21672652028717,5.12102869758577,5.20349125700161,5.15976457613827
"100126314",6.33140483502154,6.0995026316184,6.03204176117369,6.1517716046415,6.70743877304003,6.50442116760043,6.22934303311162,6.01616316192535
"100126315",5.22329796936484,5.10983100127846,5.14160964847626,5.02420100157678,5.35169662749249,5.11522612690055,4.97829114347594,5.55648039475018
"100126316",5.14383733506583,4.76902970730448,4.89233280460835,4.9230282920159,5.06152145804437,5.29559319655086,4.85146918144691,5.00568326449773
"100126317",5.10732681293982,4.97401272978799,4.97692784247316,4.91271080430517,5.00424786738986,5.12248856932414,5.00854230850914,5.08220129659691
"100126318",5.21156705108404,5.58936637346766,5.07111222557979,5.10159420095247,5.23736055668285,5.07663964258605,5.20988780007911,5.533231823439
"100126319",4.95380682034188,5.00170932904341,4.90936252434664,5.04632127995969,5.17651215593599,4.95041023203213,5.08762220060554,5.23312195223984
"100126320",4.94789830034905,4.87075239744436,5.16070647785483,5.07552052826456,5.10463208087048,5.20192241451244,4.77494769768673,5.01739069918013
"100126323",5.17938630870077,5.4295753475336,5.454634226869,5.15448560426988,5.42181261263641,5.19020140084061,5.32953138275592,5.08386726113326
"100126324",5.06836133871657,5.14886406281895,5.06425101465972,4.96489157822874,4.81100898556588,5.07802684430104,5.35080871409839,4.97020096652107
"100126327",5.14383733506583,4.90755349674493,4.98819868480078,5.37838430069744,4.91320590012507,4.9473160955675,4.9486386617495,4.92901628851599
"100126328",5.2470715020138,5.04632127995969,5.45835309220815,5.44402969258331,5.09255704639254,4.94072151620341,5.09061257828032,5.57820973705785
"100126331",5.23593407497795,4.8845102729924,5.25811427829391,5.04783187145979,5.01006653743034,5.27463585880811,5.00598977224228,5.32564550433756
"100126332",5.12184063768949,4.94907763592178,4.92380317487905,5.16942703286407,5.3025702310637,5.25115651114367,5.17459120093342,5.01319960662301
"100126333",5.01770911059735,5.37060716941929,5.23030365118375,5.69522277657397,4.9599394235912,5.74437911221548,5.516556954724,5.50282261079225
"100126334",5.01641245717895,5.38896787668391,5.31983431917511,5.07111222557979,5.12376143935312,5.17958251090084,5.17459120093342,5.14569916409279
"100126335",5.23090206341125,5.3622301561801,5.05964605083537,5.31042167277181,5.41204340551929,5.38304564608005,5.25606250221966,4.99823754330927
"100126336",5.35739615398801,5.1730620441975,4.90853484336001,5.09929026274255,5.0522781760768,5.10195783585927,5.01086581439186,5.02795556391569
"100126337",4.93622027039936,5.03353885121104,5.02550565526725,4.88585445210588,5.1382731162695,5.03618006006442,4.9750791925733,4.97126187255708
"100126338",4.86254112055924,4.87991336778992,5.020142288852,5.13494927104403,5.08168860995348,5.01787402902175,5.04865737521242,4.94613972367708
"100126339",5.0217636940158,4.81982123624568,4.92146032509445,4.96355277081523,5.32780682697147,4.93362477680054,4.90714791142994,5.12851199245623
"100126340",4.92274028821415,5.2723473359582,4.90630406907705,5.19214609151517,5.20978785372691,5.20506222350804,4.98075894644062,5.00807274547659
"100126341",5.1331052420208,4.87878620480647,4.87785632798799,4.91720991232929,4.99744649602436,5.30066194598628,5.04731708033685,4.91524027299886
"100126342",4.96565667517169,5.34906090153408,4.93247141434036,5.10606192118342,5.26593794691563,5.04015134261214,5.01885216694368,4.8599702868193
"100126343",4.83072974013691,5.26017149352309,5.1270488354283,5.11252574501874,5.24240194695016,4.90437262787472,5.34360815958855,5.1201236999328
"100126345",5.05034726897694,5.40775632818201,4.95499602533207,5.41590330971558,5.20486137915458,4.92829636897002,4.93549849638641,5.1865284796551
"100126346",4.94262106883199,4.83453470076827,4.93117946187783,5.03056945740184,5.03156485905897,4.94613972367708,5.11667183647836,4.9020216022301
"100126347",4.93218389132859,4.93003023150199,4.98246674133585,5.2752681243528,5.03156485905897,4.97156809437073,4.94393740320955,5.1373432183869
"100126348",4.92274028821415,5.05304186217435,5.02420100157678,5.36157840270169,5.10301947946577,4.92501474753599,5.09237428652269,4.98711317049762
"100126349",4.9837035043757,5.17134195419574,5.19351181231152,5.05726472293991,4.80152387571103,4.76523603715466,5.07924298095407,4.95874196402908
"100126350",5.18980783640805,5.03750382405934,4.95874196402908,5.19351181231152,5.07249087307724,4.936366794183,5.09573332622804,5.34906090153408
"100126351",5.61252665868362,5.14588074325312,5.1192112629529,5.07552052826456,5.26903404040703,4.93955620086386,5.0569308163175,5.17191430722419
"100126354",5.11541124121782,5.03140516621597,5.41999408802381,5.26428822082048,5.06288517108019,4.95144768805587,5.17746262144772,4.75265235606986
"100126355",5.40097258302962,5.61618910537207,5.28465159526908,5.44265216591315,5.16809684908967,5.29390760565853,5.6675464816892,5.5444543062368
"100126356",5.13605378907577,5.13993995309383,5.09875009711184,5.05321365776031,5.00726500395862,5.50282261079225,5.4295753475336,5.44102800682321
"100126693",4.89641214261833,5.11108622799515,4.72593043620442,4.86748518484064,5.20821052324129,5.01046875505387,5.18865063577854,4.86930966593021
"100126784",5.15298483510636,5.07111222557979,5.2347321299939,5.16809684908967,5.1865284796551,5.0862203039649,4.85688786202794,5.14142191893673
"100126791",5.20663531270643,5.38562469148266,5.50378051967417,5.78169953389863,5.07525458070859,5.08902624290188,5.38327030925566,5.27693136353607
"100126793",4.97630376772646,5.34012998601824,5.09591459425969,4.86527303110952,4.98539510510557,5.39378407696991,5.01191477474505,5.00950997346816
"100127206",5.03618006006442,4.87746824281527,4.93586243270403,5.31427209783851,4.8520414276592,5.39580446951424,4.84535895716227,5.05981164522639
"100127888",5.17439218142035,5.50234088208553,5.42193102528054,5.0268124043342,5.31042167277181,5.38706742777907,5.24402412666947,5.32392527999402
"100127919",4.88720417243256,4.85471446414622,5.122119221584,5.07405110964486,5.34122845141729,5.0542240857169,5.03998975020805,5.15976457613827
"100127952",6.00301256381547,5.70194169130203,5.58280436424766,5.72410891122815,5.90148495658825,5.45765089694409,5.48868814726788,5.98071775471078
"100127955",5.11126863792501,5.58571018333892,5.74212595621002,5.25095762952211,5.03156485905897,5.54782485353817,5.30574603666199,5.56779369285838
"100127983",5.09450006690048,5.2347321299939,4.9658110930585,5.08186444548068,4.92416848478327,5.05828737003693,5.18865063577854,4.93629353415135
"100127989",5.14775404366291,5.29390760565853,4.99870179499489,5.10463208087048,5.60409970119664,5.30915292902143,5.08464422798363,5.0794161866761
"100128002",6.17286585911029,5.67263102324469,5.84766189301015,6.43803386551479,5.52249861983597,5.93638020816335,5.74013248562053,6.02350524335596
"100128006",5.46624490260112,5.05169350473007,5.13393315951274,5.33491735221951,5.70443424297325,5.35564135710242,5.14718947774566,5.13200629979076
"100128007",5.30362182133007,5.23916383752053,5.54399307443737,5.3801626338372,6.03995119610239,5.31448818096843,5.94111446252414,5.1997542618188
"100128010",4.79782834662282,5.0044106323412,5.00479392549331,4.83392096118755,4.86086838085707,5.00519649557259,5.03468722713763,4.86682574010082
"100128023",5.11405823081004,5.14998975393068,5.52035212938899,5.28172278939704,5.06288517108019,5.55383131941808,5.29390760565853,5.21891285987771
"100128025",4.99023805855859,4.99164776229957,5.28465159526908,5.10983100127846,5.0971497330835,4.80765273139907,5.13679571555245,5.1201236999328
"100128055",5.20821052324129,5.58936637346766,5.25177247228328,5.02550565526725,5.36333954714689,5.15073943667862,5.13975267197368,4.98384798529576
"100128059",5.89898459415601,5.6296665868699,5.85016964091151,5.3237081041445,6.24905850702805,5.52035212938899,5.84313051211809,5.78144662829076
"100128081",5.11848998058865,5.23613774899563,5.25504270947396,5.43919254176441,5.50399880339002,5.56779369285838,5.20055118179279,5.240781849882
"100128093",5.26892815540626,5.48585431360819,5.30701779469863,5.4500174329926,5.61032088059329,5.0268124043342,5.19351181231152,5.20821052324129
"100128098",5.14012921333064,5.25544259099995,5.0726700671099,5.01367228872882,4.98664670067744,4.86164107844907,5.028944095323,4.98045034838652
"100128108",4.84347868231526,5.06836133871657,5.4023364175444,5.00830571573372,5.16809684908967,4.96951784550931,4.92416848478327,5.03485840290741
"100128124",5.58924350997333,5.89273954768149,5.76014592204989,5.89273954768149,5.55742545054551,5.75463931325844,5.93018584516603,5.56779369285838
"100128126",7.52057468423402,7.69362212853318,7.55555274038766,7.92826309595041,8.43022000942526,7.88787186164554,7.86569860439449,7.2306912859811
"100128139",4.88250582192982,5.00060514199499,5.04131959112393,5.21473283132034,5.62304910354414,5.46158715367686,4.99374808933608,4.97263611550185
"100128164",4.95649214975299,4.83047960690389,5.62649210623261,5.03618006006442,5.07525458070859,5.01545375129233,5.01191477474505,5.00568326449773
"100128168",4.96565667517169,4.9874260343317,4.86474335854089,4.77241992451632,4.94547067068474,4.82816162340335,4.95336990147441,5.00711599391311
"100128191",5.51393602373536,5.20938713992969,5.2871764641478,5.08902624290188,5.11108622799515,5.04632127995969,5.07249087307724,5.4973910414284
"100128203",5.18845281016722,5.35213736662004,5.27381437704481,5.52762135674012,5.40413835794772,5.24626748652287,5.58158845569071,5.39378407696991
"100128239",5.11704292520128,5.25361613206532,5.29053373154372,5.41976504685402,5.58742564980792,5.81629207393008,5.27566878797689,5.61300276486545
"100128252",5.31598137433482,5.27400704375187,5.75361957198151,5.2468826472913,5.31042167277181,5.40775632818201,5.14569916409279,6.1562335001
"100128253",4.97630376772646,5.19195020916457,5.30173045227429,4.99729342130008,5.06425101465972,5.06698909749105,5.11396741600001,5.06204054060152
"100128260",5.32220699638746,5.58936637346766,4.94922866240596,5.4023364175444,5.29157642988218,5.10195783585927,4.88025091764303,5.13993995309383
"100128264",5.24564838695196,5.06973571443299,5.2347321299939,5.07552052826456,5.221702709999,5.02550565526725,5.42101140026778,5.0044106323412
"100128276",5.35739615398801,4.91524027299886,5.01304064200466,5.33321148600543,4.91905317932575,5.13476344375663,5.03866202004982,5.1442110043666
"100128285",5.30871874734584,4.87166602095992,4.90037711457655,5.36510230737852,4.96460387876712,4.95041023203213,5.09875009711184,5.08762220060554
"100128288",11.0005506939504,11.0288863887512,10.995524723345,11.2572592999763,11.5806740223686,11.0513410994008,10.7420309727005,10.7944316216248
"100128292",4.97760880568997,4.6840780622185,5.29222401614768,5.01529135322759,5.29728078568908,4.96694298329091,4.99791845572346,4.87772165944648
"100128310",4.96293654902019,4.80578048771944,4.90437262787472,4.99587590295452,4.80525001824827,4.86061055461473,5.0228984417586,4.94174609046671
"100128317",5.08342294489596,4.84535895716227,5.03272134130882,5.01529135322759,4.91905317932575,5.00060514199499,4.84888788021064,4.96355277081523
"100128327",5.5723983097854,5.67090782612144,5.91948055763484,5.74437911221548,6.20299937732663,5.17000322521083,5.22909421122789,5.66767060319625
"100128334",5.26213399906502,5.221702709999,5.07802684430104,4.98524422617075,4.99901877245135,5.07387165782632,5.13975267197368,4.93629353415135
"100128340",4.96429572506273,5.2476950900867,4.89124959019622,5.31725303290194,4.98539510510557,5.22010955737522,5.03618006006442,5.13568072944094
"100128361",5.53228572321198,5.54567656243271,5.23634439981306,5.58498869438518,5.09573332622804,5.04498351897956,5.54231863876414,5.30044490875845
"100128372",5.17286327976574,4.98494230626881,5.18430413966803,4.98384798529576,5.33948311872448,5.3801626338372,5.0862203039649,5.06716001497494
"100128378",5.22448889982011,5.07802684430104,5.24555409851457,5.07663964258605,5.02550565526725,4.80472270010369,4.98384798529576,5.27110846629985
"100128385",5.28643186866894,5.55166149844623,5.18865063577854,5.08762220060554,5.13975267197368,5.36244936847868,5.27005324620846,5.59811251939281
"100128386",5.24564838695196,4.87878620480647,5.18865063577854,5.35915281276975,4.84636308799919,5.04498351897956,5.11081494059975,5.28507406960009
"100128398",5.28214472374986,5.69671808225149,5.6563088990649,5.684030654286,5.63643805927135,5.48398138796149,5.88398738227046,5.86493965764591
"100128410",12.9903711454077,13.0261874365326,12.8468114708169,12.9024188121284,12.7219657623335,12.8024117326787,12.772839176429,12.7133477178865
"100128416",5.03982271357442,5.25361613206532,5.02420100157678,4.999497060285,5.12066548196136,5.23856768785974,5.1513120460139,4.99195327561416
"100128420",6.05197109297851,7.42164978552119,7.07625331554974,6.82455150492425,6.61239577711986,6.97929705229522,7.09476967309939,6.77120037397014
"100128423",5.7221185866084,5.52059890301297,5.60887288971103,5.29961181545113,6.03995119610239,5.72436752184681,5.78709097267804,5.99648610917599
"100128469",5.0268124043342,5.10839551799451,5.25177247228328,4.91608428501101,5.07802684430104,5.04148144514504,4.86944362165481,4.99697393184248
"100128494",5.16335215094834,5.23312195223984,5.03982271357442,5.21732339404588,4.88975975780113,5.10481237757837,5.11252574501874,4.89395701499674
"100128496",4.90561440219139,5.18865063577854,5.04532179147213,5.12430691320618,5.24412983917211,4.9138307048039,5.23051274107291,5.25309710027328
"100128505",4.95649214975299,5.35017534032651,4.89124959019622,5.08455365664856,5.33948311872448,5.21713004328289,5.29053373154372,5.08902624290188
"100128511",4.86957175267722,5.10017107365868,5.15466882302365,4.9985408554248,5.15448560426988,5.38304564608005,4.99256794496852,5.12121169853292
"100128516",5.47837143464072,6.13972516170039,5.4116009687557,4.97630376772646,5.06544731732706,5.3692880560684,5.00463789943917,5.4259258348259
"100128519",5.1838141291296,5.29875956454298,4.96234034258839,5.10857474240315,4.91320590012507,5.35388842652211,5.09237428652269,5.22789383964554
"100128537",4.94262106883199,4.89233280460835,4.99729342130008,5.05981164522639,4.84265747558761,5.19819045563611,5.23312195223984,5.1292533425615
"100128542",5.47837143464072,5.23151386845366,4.90037711457655,4.86852756848406,5.45094070719562,5.33407095543743,5.19351181231152,5.10937719343175
"100128548",6.17566924743905,5.86343891691754,5.53658338032942,6.1517716046415,5.31598137433482,5.5723983097854,5.98342695614931,5.79098848654407
"100128554",4.92146032509445,5.3136354185762,4.92700742877525,5.15844649695868,5.41783324096008,5.35871228549208,4.95041023203213,5.20349125700161
"100128569",5.26716569175534,5.18865063577854,4.96837928206204,5.2958065481756,5.0373363993189,5.71513565732779,5.37793634235041,5.25606250221966
"100128574",5.07525458070859,5.17478662897851,5.4891396759285,5.36510230737852,5.35564135710242,5.20821052324129,5.48023994164072,5.82458771698349
"100128588",4.83379675382859,5.13016763493859,5.111177435843,4.90603940824846,5.0448149327127,5.16221825788445,4.93666184695334,4.9932056027771
"100128626",5.14626293081659,5.2970642399085,5.36729451756557,5.4856269627029,5.58571018333892,4.97852590594397,5.57433072856124,5.53847562216912
"100128640",5.35739615398801,5.06458619718297,5.13393315951274,5.19955673560529,5.00313198268905,4.81831957943902,4.94922866240596,5.2468826472913
"100128653",5.06973571443299,4.92751393270746,5.38259617566695,5.22929684709593,5.65853054231813,5.27275954592254,5.18690444629384,5.19000330956228
"100128655",5.04498351897956,5.05304186217435,5.21285014986614,5.20211820634334,4.8549640310114,4.83774682554617,4.99256794496852,5.06561898979792
"100128657",5.15581360246935,5.49704336766126,5.17612250140803,5.19214609151517,5.08307877203794,5.0140031408169,5.61618910537207,5.38194276879682
"100128675",5.17612250140803,5.25075122636044,5.06716001497494,5.68625255284848,5.61032088059329,5.94232840740657,5.20349125700161,5.60202808410229
"100128682",5.12484838965196,5.12722729963244,4.95874196402908,5.07111222557979,5.10017107365868,5.1270488354283,5.43896073697346,5.05321365776031
"100128688",4.95292301292023,5.24402412666947,5.02550565526725,5.03998975020805,5.06288517108019,5.11252574501874,5.16505886729069,4.94775301635235
"100128701",4.96038564495376,5.02420100157678,4.93362477680054,5.12148590605806,5.07525458070859,4.75793631048897,5.26738045793573,5.01191477474505
"100128714",5.04766115779964,5.33125786684938,5.44862010872502,5.54040563665111,5.49999296304921,5.29189729015189,4.97385664250606,5.17191430722419
